,ParkName,UnitCode,ParkType,TrafficCount1,CountLocation,latitude,longitude,TrafficCountDay1,CountID,TrafficCountDay2,TrafficCount2,TrafficCountDay3,TrafficCount3,TrafficCountDay4,TrafficCount4,TrafficCountDay5,TrafficCount5,TrafficCountDay6,TrafficCount6,TrafficCountDay7,TrafficCount7,TrafficCountDay8,TrafficCount8,TrafficCountDay9,TrafficCount9,TrafficCountDay10,TrafficCount10,TrafficCountDay11,TrafficCount11,TrafficCountDay12,TrafficCount12
10,Amistad NRA,AMIS,National Recreation Area,1565,U.S.A.F. MARINA,29.470949,-101.03664609999998,50.483870967741936,32,62.714285714285715,1756,68.70967741935483,2130,81.43333333333334,2443,131.74193548387098,4084,83.46666666666667,2504,84.7741935483871,2628,91.51612903225808,2837,71.4,2142,55.161290322580655,1710,30.6,918,49.161290322580655,1524
11,Apostle Islands NL,APIS,National Lakeshore,0,LITTLE SAND BAY,46.950976,-90.8873587,0.0,33,22.67857142857143,635,24.41935483870968,757,33.8,1014,84.58064516129029,2622,139.93333333333334,4198,216.09677419354838,6699,211.54838709677415,6558,123.93333333333334,3718,57.903225806451616,1795,17.166666666666668,515,13.290322580645164,412
12,Apostle Islands NL,APIS,National Lakeshore,0,MEYERS ROAD,46.8816968,-91.0460254,0.0,34,28.5,798,24.387096774193548,756,17.033333333333335,511,40.645161290322584,1260,98.2,2946,148.83870967741942,4614,146.0,4526,94.96666666666668,2849,58.483870967741936,1813,11.6,348,8.0,248
13,Assateague Island NS,ASIS,National Seashore,15341,BAYBERRY DRIVE,38.2016106,-75.15386509999998,494.8709677419355,429,264.14285714285717,7396,393.5806451612903,12201,748.9,22467,1119.1290322580646,34693,1769.4,53082,2552.2580645161293,79120,2399.6451612903224,74389,1639.466666666667,49184,737.258064516129,22855,368.4,11052,246.2258064516129,7633
14,Bandelier NM,BAND,National Monument,0,ENTRANCE,35.77914170000001,-106.2707841,0.0,35,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
15,Big Cypress NPRES,BICY,National Preserve,1203,BEAR ISLAND,26.1832397,-81.2474753,38.80645161290322,36,50.75,1421,40.2258064516129,1247,13.0,390,14.93548387096774,463,6.933333333333334,208,15.161290322580646,470,15.290322580645164,474,24.066666666666666,722,25.70967741935484,797,33.666666666666664,1010,35.483870967741936,1100
16,Big Cypress NPRES,BICY,National Preserve,1323,DONA DRIVE,25.9004733,-81.32545789999998,42.67741935483871,37,160.96428571428572,4507,92.67741935483869,2873,78.63333333333334,2359,37.096774193548384,1150,3.5,105,9.903225806451612,307,17.419354838709676,540,54.06666666666667,1622,33.38709677419355,1035,58.66666666666666,1760,58.064516129032256,1800
17,Big Cypress NPRES,BICY,National Preserve,2814,KIRBY STORTER,25.8682117,-81.15422,90.77419354838707,38,147.5,4130,102.64516129032258,3182,59.6,1788,63.645161290322584,1973,52.43333333333333,1573,67.90322580645162,2105,66.16129032258064,2051,59.26666666666666,1778,61.645161290322584,1911,97.13333333333334,2914,80.35483870967742,2491
18,Big Cypress NPRES,BICY,National Preserve,611,MITCHELL'S LANDING,25.7554905,-80.9292486,19.70967741935484,39,32.25,903,19.774193548387093,613,4.566666666666666,137,0.0,0,0.0,0,0.0,0,10.93548387096774,339,11.766666666666667,353,20.387096774193548,632,37.9,1137,36.61290322580645,1135
19,Big Cypress NPRES,BICY,National Preserve,1704,MONUMENT LAKE CG,25.8684663,-81.1131315,54.96774193548386,40,91.71428571428572,2568,48.67741935483871,1509,18.066666666666666,542,16.322580645161292,506,6.066666666666666,182,5.548387096774193,172,11.483870967741936,356,20.733333333333334,622,40.38709677419355,1252,42.0,1260,67.74193548387096,2100
20,Big Cypress NPRES,BICY,National Preserve,9802,OASIS PARKING LOT,25.857293,-81.03258100000002,316.1935483870968,41,690.5,19334,381.258064516129,11819,254.5,7635,193.19354838709685,5989,211.26666666666668,6338,204.45161290322585,6338,175.54838709677418,5442,159.5,4785,199.32258064516128,6179,317.6666666666667,9530,268.2903225806452,8317
21,Big Cypress NPRES,BICY,National Preserve,2081,TURNER RIVER CANOE LAUNCH,25.8916997,-81.2709546,67.12903225806451,43,108.71428571428572,3044,85.19354838709677,2641,52.16666666666666,1565,50.096774193548384,1553,25.3,759,32.61290322580645,1011,42.74193548387097,1325,40.06666666666667,1202,41.87096774193548,1298,72.86666666666666,2186,59.161290322580655,1834
22,Big Cypress NPRES,BICY,National Preserve,0,WEST LOOP,25.7692054,-81.0784078,0.0,44,139.28571428571428,3900,101.67741935483869,3152,109.9,3297,71.83870967741936,2227,33.833333333333336,1015,67.58064516129032,2095,66.16129032258064,2051,74.03333333333333,2221,137.4516129032258,4261,91.66666666666669,2750,37.58064516129032,1165
23,Big Cypress NPRES,BICY,National Preserve,0,EAST LOOP ROAD,25.7692054,-81.0784078,0.0,45,116.57142857142857,3264,107.93548387096772,3346,53.2,1596,28.41935483870968,881,154.23333333333332,4627,16.903225806451616,524,34.645161290322584,1074,70.56666666666666,2117,12.903225806451616,400,87.66666666666669,2630,90.32258064516131,2800
24,Big South Fork NRRA,BISO,National River,324,ALUM FORD,36.763908,-84.54745,10.451612903225808,430,25.92857142857143,726,21.64516129032258,671,32.266666666666666,968,36.967741935483865,1146,81.8,2454,35.225806451612904,1092,31.612903225806452,980,105.5,3165,32.58064516129032,1010,17.866666666666667,536,20.774193548387093,644
25,Big South Fork NRRA,BISO,National River,210,BEAR CREEK RECREATION AREA,36.4884726,-84.69734240000003,6.774193548387097,431,8.785714285714286,246,7.03225806451613,218,19.633333333333333,589,24.064516129032263,746,31.066666666666666,932,14.483870967741936,449,16.612903225806452,515,32.9,987,29.70967741935484,921,19.3,579,13.451612903225806,417
26,Big South Fork NRRA,BISO,National River,501,BLUE HERON,36.6714661,-84.54549490000002,16.161290322580644,432,36.67857142857143,1027,44.41935483870968,1377,86.2,2586,106.67741935483869,3307,199.8333333333333,5995,86.32258064516131,2676,76.90322580645163,2384,100.6,3018,97.03225806451613,3008,36.86666666666667,1106,32.16129032258065,997
27,Big South Fork NRRA,BISO,National River,2397,BURNT MILL ROAD,36.3854993,-84.62871349999998,77.3225806451613,433,106.17857142857143,2973,35.19354838709677,1091,92.86666666666666,2786,145.29032258064515,4504,85.6,2568,86.51612903225808,2682,114.90322580645164,3562,103.13333333333334,3094,102.45161290322581,3176,109.03333333333332,3271,48.74193548387096,1511
28,Big South Fork NRRA,BISO,National River,41,EAST O&W,39.1380398,-77.71486650000001,1.3225806451612905,434,15.714285714285715,440,0.6451612903225806,20,16.0,480,27.35483870967742,848,34.63333333333333,1039,16.387096774193548,508,2.225806451612903,69,16.2,486,18.096774193548384,561,10.8,324,1.3548387096774193,42
29,Big South Fork NRRA,BISO,National River,3981,LEATHERWOOD FORD EAST,36.763908,-84.54745,128.41935483870967,435,190.64285714285717,5338,143.03225806451613,4434,212.16666666666663,6365,311.741935483871,9664,224.3,6729,213.09677419354838,6606,260.2903225806452,8069,239.0,7170,241.2258064516129,7478,172.4,5172,130.93548387096774,4059
30,Big South Fork NRRA,BISO,National River,2715,LEATHERWOOD FORD WEST,36.763908,-84.54745,87.58064516129032,436,72.0,2016,92.03225806451613,2853,151.26666666666668,4538,243.32258064516128,7543,184.9333333333333,5548,133.67741935483872,4144,190.0,5890,184.6,5538,167.93548387096774,5206,172.26666666666668,5168,100.29032258064517,3109
31,Big South Fork NRRA,BISO,National River,314,STATION CAMP,36.546841,-84.636076,10.129032258064516,437,45.92857142857143,1286,83.3225806451613,2583,63.86666666666667,1916,61.516129032258064,1907,19.133333333333333,574,30.41935483870968,943,37.87096774193548,1174,14.233333333333333,427,10.516129032258064,326,7.9,237,4.451612903225806,138
32,Big South Fork NRRA,BISO,National River,352,YAHOO FALLS,36.7716438,-84.5120627,11.35483870967742,438,28.32142857142857,793,16.387096774193548,508,33.93333333333333,1018,33.58064516129032,1041,86.26666666666668,2588,39.483870967741936,1224,33.58064516129032,1041,71.86666666666666,2156,58.12903225806453,1802,17.866666666666667,536,22.580645161290327,700
33,Big Thicket NPRES,BITH,National Preserve,137,BIG SANDY TRAIL,30.4588963,-94.3863516,4.419354838709677,558,15.642857142857142,438,1.8387096774193548,57,12.966666666666667,389,32.58064516129032,1010,3.2,96,2.5161290322580645,78,2.7419354838709675,85,3.8,114,8.225806451612902,255,10.466666666666667,314,4.225806451612904,131
34,Big Thicket NPRES,BITH,National Preserve,228,KIRBY NATURE TRAIL,30.4619459,-94.3512092,7.354838709677418,559,28.0,784,24.903225806451612,772,27.4,822,22.064516129032263,684,17.6,528,15.838709677419354,491,14.129032258064516,438,12.8,384,16.322580645161292,506,21.53333333333333,646,14.967741935483868,464
35,Big Thicket NPRES,BITH,National Preserve,278,TURKEY CREEK TRAIL NORTH,30.4593716,-94.3850714,8.96774193548387,560,8.892857142857142,249,10.322580645161286,320,11.266666666666667,338,9.870967741935484,306,7.933333333333334,238,9.387096774193546,291,9.838709677419354,305,7.233333333333332,217,11.129032258064516,345,12.466666666666667,374,8.419354838709678,261
36,Big Thicket NPRES,BITH,National Preserve,165,LAKEVIEW,30.4583256,-94.3873181,5.32258064516129,554,7.107142857142858,199,11.741935483870964,364,38.16666666666666,1145,19.451612903225808,603,19.433333333333334,583,29.322580645161292,909,63.29032258064516,1962,47.93333333333333,1438,23.64516129032258,733,25.566666666666666,767,21.806451612903228,676
37,Big Thicket NPRES,BITH,National Preserve,134,LANCE ROSIER,30.260513,-94.5254885,4.32258064516129,555,3.928571428571429,110,3.870967741935484,120,3.6333333333333333,109,5.064516129032258,157,4.866666666666666,146,4.354838709677419,135,4.548387096774194,141,4.033333333333333,121,10.548387096774192,327,13.933333333333335,418,6.387096774193548,198
38,Big Thicket NPRES,BITH,National Preserve,130,PITCHER PLANT TRAIL,30.5821811,-94.3357644,4.193548387096774,561,4.464285714285714,125,8.35483870967742,259,10.0,300,8.0,248,6.0,180,9.225806451612904,286,5.451612903225807,169,1.7333333333333334,52,6.774193548387097,210,3.6666666666666665,110,5.193548387096773,161
39,Big Thicket NPRES,BITH,National Preserve,68,SUNDEW TRAIL,30.54807449999999,-94.4138442,2.1935483870967745,562,2.7857142857142856,78,3.967741935483871,123,3.8,114,3.2580645161290325,101,2.1,63,2.419354838709677,75,3.032258064516129,94,2.6666666666666665,80,2.1935483870967745,68,3.066666666666667,92,2.5161290322580645,78
40,Big Thicket NPRES,BITH,National Preserve,135,WOODLANDS TRAIL,30.4619459,-94.3512092,4.354838709677419,563,3.7857142857142856,106,5.290322580645161,164,5.3,159,4.580645161290323,142,4.0,120,4.483870967741935,139,6.193548387096772,192,5.633333333333334,169,4.741935483870968,147,6.066666666666666,182,3.903225806451613,121
41,Bighorn Canyon NRA,BICA,National Recreation Area,862,AFTERBAY,45.31,-107.94,27.80645161290323,439,17.928571428571427,502,37.67741935483871,1168,82.73333333333333,2482,122.12903225806451,3786,203.76666666666668,6113,103.19354838709677,3199,144.58064516129033,4482,66.26666666666667,1988,38.16129032258065,1183,16.833333333333332,505,18.12903225806452,562
42,Bighorn Canyon NRA,BICA,National Recreation Area,660,OK-A-BEH,45.30499870000001,-107.9736006,21.29032258064516,440,29.035714285714285,813,14.64516129032258,454,41.86666666666667,1256,65.93548387096774,2044,191.1,5733,109.77419354838707,3403,201.5161290322581,6247,56.83333333333334,1705,7.129032258064518,221,5.2,156,22.451612903225808,696
43,Bighorn Canyon NRA,BICA,National Recreation Area,622,SOUTH ENTRANCE,45.315242100000006,-107.9406035,20.06451612903226,441,18.678571428571427,523,37.16129032258065,1152,55.83333333333334,1675,124.0,3844,200.8333333333333,6025,254.06451612903226,7876,346.741935483871,10749,160.4,4812,41.935483870967744,1300,30.1,903,17.258064516129032,535
44,Biscayne NP,BISC,National Park,14533,VISITOR CENTER,25.4643902,-80.33471879999998,468.80645161290323,564,551.1428571428571,15432,541.9677419354839,16801,465.23333333333335,13957,625.9354838709677,19404,386.23333333333335,11587,324.741935483871,10067,236.90322580645162,7344,395.86666666666673,11876,256.64516129032256,7956,572.6333333333333,17179,624.3548387096773,19355
45,Black Canyon of the Gunnison NP,BLCA,National Park,0,NORTH RIM DRIVE COUNTER,38.585227,-107.709864,0.0,46,0.0,0,0.0,0,0.0,0,24.838709677419356,770,38.23333333333333,1147,31.51612903225807,977,27.19354838709677,843,43.9,1317,21.41935483870968,664,30.53333333333333,916,0.0,0
46,Black Canyon of the Gunnison NP,BLCA,National Park,1822,SOUTH RIM DRIVE COUNTER,38.543901,-107.689636,58.774193548387096,47,92.57142857142857,2592,166.32258064516128,5156,382.1,11463,886.1290322580646,27470,914.4,27432,602.8709677419355,18689,1014.451612903226,31448,624.1,18723,323.7096774193548,10035,260.7,7821,59.096774193548384,1832
61,Bryce Canyon NP,BRCA,National Park,13352,ENTRANCE STATION,37.64036040000001,-112.1695844,430.70967741935476,48,380.03571428571433,10641,966.2258064516127,29953,2005.3,60159,2545.387096774193,78907,2740.433333333333,82213,2715.4193548387093,84178,2707.0,83917,2876.0333333333333,86281,2224.612903225807,68963,870.6,26118,545.8709677419355,16922
62,Buffalo NR,BUFF,National River,60,BAKER FORD (ROUTE 232),42.90787,-78.78012,1.935483870967742,50,4.25,119,18.193548387096776,564,19.733333333333334,592,70.0,2170,70.0,2100,53.03225806451614,1644,14.580645161290322,452,40.9,1227,11.032258064516132,342,5.333333333333333,160,3.4838709677419355,108
63,Buffalo NR,BUFF,National River,1486,BUFFALO ROAD,36.0715555,-92.5555763,47.935483870967744,51,65.21428571428571,1826,103.67741935483869,3214,114.9,3447,151.03225806451613,4682,685.7333333333332,20572,59.74193548387096,1852,380.8387096774193,11806,266.96666666666664,8009,254.5161290322581,7890,47.56666666666667,1427,69.6774193548387,2160
64,Buffalo NR,BUFF,National River,228,CARVER ROAD (ROUTE 460),35.98357360000001,-93.0401838,7.354838709677418,52,15.392857142857142,431,18.90322580645161,586,28.066666666666666,842,54.29032258064516,1683,54.1,1623,30.51612903225807,946,29.838709677419356,925,15.1,453,17.419354838709676,540,12.966666666666667,389,9.709677419354838,301
65,Buffalo NR,BUFF,National River,68,ERBIE ROAD (ROUTE 145),36.071327,-93.2149369,2.1935483870967745,53,3.8571428571428568,108,10.64516129032258,330,8.733333333333333,262,44.32258064516129,1374,26.1,783,2.7419354838709675,85,4.225806451612904,131,3.5,105,14.64516129032258,454,8.766666666666667,263,3.193548387096774,99
66,Buffalo NR,BUFF,National River,928,HWY 14 BRIDGE ROAD (ROUTE 284),42.8838172,-78.87080929999998,29.935483870967737,54,34.607142857142854,969,49.483870967741936,1534,87.86666666666666,2636,164.38709677419354,5096,243.7,7311,315.9032258064516,9793,165.77419354838707,5139,182.36666666666667,5471,82.96774193548387,2572,23.53333333333333,706,49.38709677419354,1531
67,Buffalo NR,BUFF,National River,176,KYLES LANDING ROAD (ROUTE 144),36.0557786,-93.2807539,5.67741935483871,55,1.0,28,114.74193548387095,3557,260.4,7812,153.0,4743,297.6666666666667,8930,4.032258064516129,125,45.96774193548386,1425,22.83333333333333,685,81.54838709677419,2528,30.3,909,15.032258064516132,466
68,Buffalo NR,BUFF,National River,209,OZARK CG ROAD (ROUTE 248),36.0640098,-93.1598567,6.741935483870968,56,10.25,287,41.354838709677416,1282,3.966666666666667,119,14.67741935483871,455,98.0,2940,10.225806451612904,317,3.0967741935483866,96,5.133333333333334,154,10.516129032258064,326,8.233333333333333,247,2.903225806451613,90
69,Buffalo NR,BUFF,National River,256,RUSH ROAD (ROUTE 121),36.1227473,-92.5504512,8.258064516129032,57,10.321428571428571,289,17.419354838709676,540,32.766666666666666,983,58.74193548387096,1821,73.7,2211,75.03225806451613,2326,55.225806451612904,1712,52.96666666666667,1589,31.51612903225807,977,7.333333333333332,220,9.709677419354838,301
70,Buffalo NR,BUFF,National River,72,SPRING CREEK,36.0299779,-92.5844677,2.3225806451612905,58,2.0714285714285716,58,4.612903225806452,143,9.3,279,27.612903225806452,856,41.23333333333333,1237,67.90322580645162,2105,23.838709677419356,739,27.1,813,10.0,310,2.2333333333333334,67,3.7419354838709684,116
71,Buffalo NR,BUFF,National River,652,STEEL CREEK ROAD (ROUTE 143),36.0400289,-93.3463189,21.032258064516128,59,39.785714285714285,1114,111.90322580645164,3469,224.13333333333333,6724,201.19354838709685,6237,258.73333333333335,7762,109.29032258064517,3388,243.19354838709685,7539,79.0,2370,153.3548387096774,4754,99.66666666666669,2990,50.225806451612904,1557
72,Buffalo NR,BUFF,National River,446,TYLER BEND,35.9868836,-92.7595278,14.387096774193544,60,55.714285714285715,1560,79.64516129032258,2469,77.93333333333334,2338,236.8709677419355,7343,366.4333333333333,10993,158.61290322580646,4917,210.41935483870967,6523,192.4,5772,92.67741935483869,2873,51.66666666666666,1550,82.7741935483871,2566
73,Cabrillo NM,CABR,National Monument,4157,MAIN ENTRANCE,32.6770557,-117.2433257,134.09677419354838,61,899.6071428571429,25189,1056.6451612903227,32756,1051.6333333333334,31549,939.8064516129033,29134,1001.2333333333332,30037,1091.8709677419354,33848,1049.225806451613,32526,928.7,27861,844.3548387096774,26175,886.7,26601,863.6129032258065,26772
74,Canaveral NS,CANA,National Seashore,2644,APOLLO BEACH,28.9272158,-80.82441379999999,85.29032258064517,62,838.9285714285713,23490,560.2903225806451,17369,574.8,17244,649.0967741935483,20122,513.5,15405,525.7741935483872,16299,552.5806451612904,17130,501.13333333333327,15034,296.7741935483872,9200,480.1,14403,418.8387096774193,12984
75,Canaveral NS,CANA,National Seashore,5413,PLAYALINDA BEACH,28.6555177,-80.6318287,174.61290322580646,63,1569.5357142857142,43947,1100.967741935484,34130,1537.4,46122,1932.903225806452,59920,1657.4,49722,1182.741935483871,36665,1188.1935483870966,36834,1003.6666666666664,30110,884.1290322580646,27408,836.8,25104,773.3870967741935,23975
76,Canyon de Chelly NM,CACH,National Monument,14789,NORTH RIM,36.1336111,-109.4694444,477.0645161290323,442,1014.0357142857144,28393,1378.2903225806451,42727,1965.333333333333,58960,1357.3225806451612,42077,2062.733333333333,61882,2114.6774193548385,65555,1848.903225806452,57316,2018.5,60555,1562.5806451612902,48440,2882.733333333333,86482,1774.1935483870968,55000
77,Canyonlands NP,CANY,National Park,30,ELEPHANT HILL,38.1344315,-109.8312355,0.967741935483871,64,2.0,56,8.064516129032258,250,25.16666666666667,755,0.0,0,10.0,300,3.0967741935483866,96,2.225806451612903,69,8.333333333333334,250,11.451612903225806,355,5.8,174,1.4193548387096775,44
78,Canyonlands NP,CANY,National Park,34,HORSESHOE CANYON,40.9032794,-111.6565967,1.0967741935483872,65,1.9642857142857144,55,6.03225806451613,187,15.733333333333333,472,12.0,372,9.033333333333333,271,2.2903225806451615,71,2.032258064516129,63,6.966666666666668,209,8.419354838709678,261,6.6,198,2.1935483870967745,68
79,Canyonlands NP,CANY,National Park,2721,ISLAND PROPER ENTRANCE,38.3833807,-109.8881293,87.77419354838709,66,127.92857142857143,3582,515.6129032258065,15984,750.7,22521,962.0,29822,865.8,25974,559.5483870967741,17346,649.6774193548387,20140,927.8666666666667,27836,749.6451612903226,23239,333.3666666666667,10001,165.93548387096774,5144
80,Canyonlands NP,CANY,National Park,0,MAZE OVERLOOK,38.2332357,-110.0021107,0.0,67,0.10714285714285714,3,4.645161290322581,144,4.633333333333334,139,3.967741935483871,123,1.8666666666666667,56,0.5483870967741935,17,0.7419354838709677,23,2.5,75,3.9354838709677415,122,2.2333333333333334,67,0.4516129032258064,14
81,Canyonlands NP,CANY,National Park,425,NEEDLES PROPER,38.1480831,-109.7977585,13.709677419354836,68,27.785714285714285,778,156.25806451612902,4844,277.26666666666665,8318,337.8709677419355,10474,193.5,5805,128.32258064516128,3978,117.19354838709677,3633,216.9333333333333,6508,235.41935483870967,7298,89.3,2679,24.0,744
82,Canyonlands NP,CANY,National Park,10,SHAFER TRAIL,38.4482604,-109.8215365,0.3225806451612903,69,0.0,0,27.967741935483872,867,31.03333333333333,931,38.58064516129032,1196,29.23333333333333,877,40.80645161290322,1265,20.516129032258068,636,33.63333333333333,1009,24.741935483870968,767,17.033333333333335,511,3.4516129032258065,107
83,Canyonlands NP,CANY,National Park,0,STANDING ROCKS,38.1749856,-109.9590161,0.0,70,0.10714285714285714,3,3.7419354838709684,116,4.2,126,3.6129032258064515,112,2.3,69,1.2903225806451613,40,0.5483870967741935,17,1.7666666666666666,53,3.0645161290322585,95,1.6666666666666667,50,0.3870967741935484,12
84,Canyonlands NP,CANY,National Park,118,WHITE RIM EAST SIDE,38.3653203,-109.9030115,3.806451612903226,71,3.6071428571428568,101,21.41935483870968,664,28.53333333333333,856,32.67741935483871,1013,53.33333333333334,1600,42.87096774193548,1329,22.70967741935484,704,64.8,1944,27.838709677419356,863,18.966666666666665,569,5.870967741935482,182
85,Cape Cod NS,CACO,National Seashore,3578,BEECH FOREST,42.0666398,-70.19439150000001,115.41935483870968,72,124.10714285714286,3475,108.38709677419355,3360,162.03333333333333,4861,191.64516129032262,5941,191.63333333333333,5749,222.0,6882,236.8064516129033,7341,230.4333333333333,6913,175.09677419354838,5428,145.96666666666667,4379,64.74193548387096,2007
86,Cape Cod NS,CACO,National Seashore,943,DOANE ROCK,41.8442875,-69.95689490000001,30.41935483870968,73,29.607142857142854,829,31.935483870967737,990,59.43333333333333,1783,66.16129032258064,2051,48.23333333333333,1447,179.70967741935485,5571,169.61290322580646,5258,106.9,3207,58.0,1798,46.83333333333334,1405,29.77419354838709,923
87,Cape Cod NS,CACO,National Seashore,4655,FORT HILL,41.8195529,-69.96251769999999,150.16129032258058,74,271.64285714285717,7606,127.48387096774192,3952,198.13333333333333,5944,252.03225806451616,7813,272.3666666666667,8171,323.67741935483866,10034,340.741935483871,10563,338.1,10143,245.74193548387098,7618,201.06666666666663,6032,135.32258064516128,4195
88,Cape Cod NS,CACO,National Seashore,763,GREAT ISLAND,41.9335884,-70.06887929999999,24.612903225806452,75,31.535714285714285,883,32.516129032258064,1008,29.23333333333333,877,144.19354838709674,4470,21.83333333333333,655,175.06451612903226,5427,219.29032258064515,6798,115.76666666666668,3473,73.29032258064517,2272,36.4,1092,23.322580645161292,723
89,Cape Cod NS,CACO,National Seashore,3309,HEAD OF THE MEADOW BEACH,42.0528807,-70.0828025,106.74193548387095,76,27.142857142857146,760,29.48387096774193,914,41.06666666666667,1232,65.29032258064517,2024,135.33333333333334,4060,299.8709677419355,9296,656.258064516129,20344,219.16666666666663,6575,163.41935483870967,5066,29.23333333333333,877,19.322580645161292,599
90,Cape Cod NS,CACO,National Seashore,8742,HERRING COVE BEACH,42.047880600000006,-70.2203045,282.0,77,322.7857142857143,9038,353.80645161290323,10968,365.6,10968,644.6451612903227,19984,568.9,17067,1086.2903225806454,33675,975.9354838709676,30254,1144.3333333333333,34330,444.5806451612903,13782,324.56666666666666,9737,129.61290322580643,4018
91,Cape Cod NS,CACO,National Seashore,1047,MARCONI BEACH,41.8917732,-69.96113059999999,33.774193548387096,78,22.892857142857146,641,37.903225806451616,1175,78.2,2346,131.80645161290323,4086,249.36666666666667,7481,612.516129032258,18988,769.4193548387095,23852,263.6333333333333,7909,147.03225806451613,4558,57.03333333333333,1711,43.74193548387096,1356
92,Cape Cod NS,CACO,National Seashore,1130,MARCONI STATION,41.9043472,-69.9789243,36.451612903225815,79,40.642857142857146,1138,40.25806451612903,1248,85.26666666666667,2558,126.38709677419355,3918,106.83333333333331,3205,155.1290322580645,4809,216.4838709677419,6711,131.86666666666667,3956,104.16129032258064,3229,43.5,1305,31.064516129032263,963
93,Cape Cod NS,CACO,National Seashore,6785,NAUSET LIGHT BEACH,41.85885620000001,-69.9517441,218.8709677419355,80,220.42857142857144,6172,315.4193548387097,9778,325.93333333333334,9778,534.1290322580645,16558,1027.4666666666667,30824,1238.0967741935485,38381,1076.9032258064515,33384,1053.8333333333333,31615,507.0322580645162,15718,436.5,13095,222.61290322580646,6901
